"job_id","job_title","company_name","job_description","created_at","modified_at","expiry_date","number_of_openings","education","experience","city","state","salary","trade","type_of_work"
"1135d4e6-3134-42bf-91e2-8be3ef60d54c",Company operater,Supersmile private limited ,<p>It is part time job </p>,2022-04-20 14:43:47.370 +0530,2022-04-20 14:56:55.623 +0530,2022-05-20 14:43:47.370 +0530,50,"12th pass",Fresher,Bangalore,Karnataka,Less than Rs.10000,Computer Operator and Programming Assistant,Full Time
d523b712-1426-4db5-8e3e-0e11796b5784,ITI Apprentice,Defense Research Development Organization (DRDO),"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p>",2021-10-04 15:51:30.288 +0530,2021-10-04 15:52:23.735 +0530,2021-11-03 15:51:30.288 +0530,5,ITI,Fresher,Manali(Himachal Pradesh),Himachal Pradesh,Less than Rs.10000,Computer Operator and Programming Assistant,Full Time
"00e89eec-31bd-47ec-8efb-af345853540b",Safety officer,L&t,"",2021-10-16 11:50:34.751 +0530,2021-10-16 12:13:19.519 +0530,2021-11-15 11:50:34.751 +0530,1,"12th pass","0-2 Yrs",Meerut,Uttar Pradesh,Rs. 15001 to Rs.25000,Construction,Full Time
ad3203b2-5f40-4f23-bd87-be9216591308,Driver,Singla traders,<p>Hume aise candidates chahiye jinhe gaadi se maal laana aur le jaana hai</p>,2022-04-16 10:33:55.842 +0530,2022-04-16 12:53:35.582 +0530,2022-05-16 10:33:55.842 +0530,1,"10th Pass","0-2 Yrs",Delhi,Delhi,Rs. 15001 to Rs.25000,Drivers,Full Time
cf25112a-69e7-4939-8167-4f1e514167e0,Shift officer,Unique delta force,"Hi..
I am looking for now as shift officer. ",2021-10-17 13:37:40.193 +0530,2021-11-03 18:34:49.181 +0530,2021-11-16 13:37:40.193 +0530,1,"12th pass","5-10 yrs",Mumbai Suburban,Maharashtra,Rs. 15001 to Rs.25000,Security Guard,Full Time
"2439ae3c-9123-4bed-9577-1206770691fa",COMPUTER FACULTY,UNICKS COMPUTER CENTER,<p>Teach students MS OFFICE&nbsp;Tally&nbsp;Subjects.</p>,2021-12-06 17:18:22.328 +0530,2021-12-06 17:29:47.477 +0530,2022-01-05 17:18:22.328 +0530,2,"12th pass",Fresher,Mumbai,Maharashtra,Less than Rs.10000,Computer Operator and Programming Assistant,Full Time
"51764493-5943-494c-bab2-ec2b36e4765f",Digital Marketing,Minesh Shah Foods Pvt.Ltd,<p>I Want Required Only 1 Staff For Digital Marketing ..</p>,2021-09-29 12:26:05.794 +0530,2021-09-29 12:26:05.794 +0530,2021-10-29 12:26:05.794 +0530,-2,"12th pass","0-2 Yrs",Ahmedabad,Gujarat,Rs. 10000 to Rs.15000,Computer Operator and Programming Assistant,Full Time
c4bd39dc-0e73-4360-9a85-7a21445ce295,Data entery,Axis bank ,<p>I am placement </p>,2021-12-10 02:18:40.948 +0530,2021-12-10 02:18:40.948 +0530,2022-01-09 02:18:40.948 +0530,10,Graduate,"0-2 Yrs",Delhi,Delhi,Rs. 25001 to Rs. 50000,Computer Operator and Programming Assistant,Full Time
d96b3118-4a6c-4f6e-9aa8-7ba70b40e028,Electrical Supervisor,Super Job,"<p>Urgent need 2 Electrical Supervisor for a manufacturing company at B.S Road, Industrial Area, Gzb location.</p>",2021-11-19 16:37:01.528 +0530,2021-11-19 16:37:01.528 +0530,2021-12-19 16:37:01.528 +0530,2,ITI,"3-5 yrs",Ghaziabad,Uttar Pradesh,Rs. 15001 to Rs.25000,Electrician,Full Time
"1851fb9a-858f-4031-9963-e4dbd52ee312",Milling Machine Operator,Super Job,<p>Milling Machine Operator with atleast 1 year experience.</p>,2021-11-19 11:43:30.216 +0530,2021-11-19 11:43:30.216 +0530,2021-12-19 11:43:30.216 +0530,2,ITI,"0-2 Yrs",Ghaziabad,Uttar Pradesh,Rs. 10000 to Rs.15000,Machine Operator,Full Time
"09cc7393-1dd8-4c35-aafa-80eaebcb6143",Diploma Apprentice,Defense Research Development Organization (DRDO),"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p>",2021-10-01 13:50:58.020 +0530,2021-10-01 13:59:46.972 +0530,2021-10-31 13:50:58.020 +0530,1,Diploma,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Construction,Apprentice
"0b624bf7-3ea4-4a0b-b35c-13279565a8c6",Full Stack Developer,Sciflare Technologies Pvt Ltd,"<p><strong>Skill Set:&nbsp;&nbsp;</strong></p><ul><li>AngularJS/React js,&nbsp; Node js Javascript HTML5 CSS</li><li>Web Services REST SOAP</li><li>XML XSLT JSON REGEX</li><li>SQL &amp; Nosql Database</li></ul><p><br></p><p><br></p><p>&nbsp;</p><p><strong>Required Experience in:</strong></p><p>&nbsp;</p><ul><li>Strong expertise with HTML, CSS, Typescript Experience in writing cross-browser compatible code</li><li>Hands-on experience in implementing Angular applications, directives, services, etc.,</li><li>Experience using RxJS - Reactive pattern Basic understanding &amp; hands-on of CSS pre-processing platforms, such as LESS and SASS</li><li>Experience in responsive web design using any responsive framework or CSS media queries</li><li>Good understanding of AJAX and JavaScript</li><li>DOM manipulation Techniques</li><li>Good understanding of functional programming using JavaScript</li><li>Experience with RESTful services</li></ul><p>&nbsp;</p><p><br></p>",2021-10-06 20:15:34.922 +0530,2021-10-06 20:15:34.922 +0530,2021-11-05 20:15:34.922 +0530,5,Graduate,"0-2 Yrs",Chennai,Tamilnadu,More Than Rs. 50000,Computer Operator and Programming Assistant,Full Time
"1cc0f27f-87a3-44a3-902f-17916cd34d5c",Bench Sales Recruiter,Siyana Info Solutions,<p>Required Bench Sales Recruiter For Leading IT Company </p><p><br></p><p>Shift Timing:- 6 Pm To 3 Am </p><p><br></p><p>Mon To Fri Working Sat-Sun Off </p><p><br></p><p>Fluent English Communication Required </p><p><br></p><p>Salary Totally Depends On Interview</p>,2021-09-30 12:17:51.255 +0530,2021-09-30 12:17:51.255 +0530,2021-10-30 12:17:51.255 +0530,100,"10th Pass",Fresher,Ahmedabad,Gujarat,Rs. 15001 to Rs.25000,Delivery Executive,Full Time
"09b9976d-f62f-47a4-8ec6-443198b494bb",Ukraine Jobs,Euro tour & travels,"<p><strong class=""ql-size-large""><em><u>Company Name- Ulma Constructions</u></em></strong></p><p><strong class=""ql-size-large""><em><u>Country Name- Ukraine</u></em></strong></p><p><br></p><p><strong class=""ql-size-large"">Benefits:</strong></p><ul><li><strong class=""ql-size-large"">Accommodation+ Transportation+ Food + Insurance Provided by the Company.</strong></li></ul><p><br></p><p><strong class=""ql-size-large"">Required Documents:</strong></p><ul><li><strong class=""ql-size-large"">Resume +PP Size Photo+ Passport+ Experience Certificate+ Qualification Document.</strong></li></ul>",2021-11-18 13:11:54.247 +0530,2021-11-18 13:11:54.247 +0530,2021-12-18 13:11:54.247 +0530,10,"10th Pass","3-5 yrs",Noida,Uttar Pradesh,Rs. 25001 to Rs. 50000,Welder,Full Time
"2a99c294-5608-4136-8fd2-419db332482e",Fitter,Bharat Heavy Electricals Limited,"<p><strong>Technician Apprentice:</strong></p><ul><li>Diploma in Engineering or Technology in the concerned discipline for which applied, re0ognised by Board of Apprenticeship training (BOAT). Candidates who have passed their degree, only in the last three years ie. 2018, 2019 or 2020 are only eligible to apply. Sandwich courses are not eligible as per BOAT guidelines.</li></ul><p><br></p><p><strong>Age Limit:&nbsp;</strong>18 to 27 years</p><p><br></p><p><strong>How to Apply for BHEL Apprentice Recruitment 2021?</strong></p><p>All the interested and eligible candidates can apply for this post online at official website on or before 10 September 2021.</p>",2021-09-10 17:41:25.622 +0530,2021-09-10 17:41:39.608 +0530,2021-10-10 17:41:25.622 +0530,,ITI,Fresher,Haridwar,Uttarakhand,Less than Rs.10000,Mechnical Fitter,Apprentice
eb03d5e9-0c03-4c6e-a6dd-d83f26c0cd2b,Laptop Repairing Trainer,Mahendra Technical Institute,<p>IC Reballing knowledge IC Drilling OCA machine knowledge Schematic diagram  micro jumpers track finding basic electronics </p>,2021-10-30 02:01:27.111 +0530,2021-10-30 11:59:36.623 +0530,2021-11-29 02:01:27.111 +0530,2,Diploma,"0-2 Yrs",Pune,Maharashtra,Rs. 10000 to Rs.15000,Computer Hardware & Network Maintenance,Full Time
d612fd3d-20e0-4dbc-bb89-c73ea765d280,"Helpers, Drivers and Bikers (Dubai/UAE)",Watermelon Group,"<p>Hiring for helper, driver and biker in UAE.</p><p><br></p><p>Dubai Salary per month:</p><p>Helper - AED 1100/- in hand + Benefits</p><p>Driver - AED 2000/- in hand + Benefits</p><p>Biker - AED 2250/- in hand + Benefits</p><p>Total Cost:</p><p>INR 80,000/-</p><p>Air ticket, Visa, transportation, accommodation &amp; insurance included.</p><p>Candidate must have a valid passport.</p><p>Job Types: Full-time, Permanent</p><p><strong>Speak with the employer</strong></p><p>+91 9971524142</p>",2021-10-29 15:09:14.277 +0530,2021-10-29 15:36:04.507 +0530,2021-11-28 15:09:14.277 +0530,100,"10th Pass","0-2 Yrs",Delhi,Delhi,Rs. 25001 to Rs. 50000,Delivery Executive,Full Time
"8cf0ebcc-318f-447d-ad94-6a39a70a139f",Electrical Engineer ( Electrician ),Electrical Engineer ,<p>Hi&nbsp;</p><p>we are Looking For electrician&nbsp;&nbsp;</p><p>Who Have Min. 2 year Experience</p><p>Shoud Be Min. ITI</p><p>With Good Knowledge</p><p>Job Location Tigaon Faridabad</p>,2021-11-08 12:08:34.291 +0530,2021-11-08 12:14:06.468 +0530,2021-12-08 12:08:34.291 +0530,1,ITI,"3-5 yrs",Faridabad (Haryana),Haryana,Rs. 15001 to Rs.25000,Electrician,Full Time
c7fedb35-0df0-43db-b45c-19412106de55,React native developer,CoalMantra pvt ltd,<p>we are looking for react native developer. </p><p>minimum experience - 2 years required </p><p>salary will be depend on interview </p><p>it is permanently work from home </p><p>candidate require who have good knowledge of developing mobile applications in IOS or Android both sides ( hybrid mobile apps )</p>,2021-09-29 12:37:07.857 +0530,2021-09-29 12:37:07.857 +0530,2021-10-29 12:37:07.857 +0530,2,ITI,"3-5 yrs",Delhi,Delhi,More Than Rs. 50000,Computer Operator and Programming Assistant,Full Time
"34f20186-8d43-49c6-9f45-7e8723833192",Supervisor,Sapujee Pvt ltd,"",2021-10-20 21:27:27.372 +0530,2021-10-23 10:54:15.775 +0530,2021-11-19 21:27:27.372 +0530,,Graduate,"5-10 yrs",Delhi,Delhi,Rs. 15001 to Rs.25000,Construction,Full Time
"582986b1-fd99-42af-87ee-e3616c4c5234",Electrician,santosh global group,<p>Fled work</p><p>Field activity</p><p>Climbing the tower is must</p><p>ready to work at high</p><p><br></p><p>Candidate should have own bike and Laptop</p><p><br></p><p><br></p>,2021-11-11 19:53:20.367 +0530,2022-02-19 13:13:22.677 +0530,2021-12-11 19:53:20.367 +0530,10,Diploma,Fresher,Gaya,Bihar,Rs. 10000 to Rs.15000,Electrician,Full Time
"8a727493-9051-44c9-aa76-ff515c80a9a2",ITI Apprentice,Defense Research Development Organization ,"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p><p><br></p>",2021-10-01 12:55:06.101 +0530,2021-10-01 13:55:10.916 +0530,2021-10-31 12:55:06.101 +0530,6,Diploma,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Computer Operator and Programming Assistant,Apprentice
de2ea834-aa53-4fcb-877a-761d79f73c35,Injection moulding operator,Pee Aar Automotive Technologies Pvt Ltd,<p>Injection moulding operator</p>,2021-09-03 13:04:02.625 +0530,2021-09-03 13:04:02.625 +0530,2021-10-03 13:04:02.625 +0530,,"12th pass",Fresher,Greater Noida,Uttar Pradesh,Rs. 10000 to Rs.15000,Moulding operator,Full Time
"95b5f6a1-3b9d-4a8b-8746-3f730968563d",Swiggy,Hiiry services,"<p>क्या आप डिलीवरी बॉय की नौकरी ढूंढ रहे हैं?</p><p>आपके पास टू व्हीलर और वैलिड लाइसेंस और RC होना चाहिए।</p><p>हमें पूरे भारत में डिलीवरी बॉय की बहुत बड़ी आवश्यकता है।</p><p>कृपया नीचे दिए गए नंबर पर संपर्क करें।</p><p>Contact: +91-9999956932</p><p>Thanks</p><p>Priyanka</p><p>Hiiry Services</p><p>Job Types: Full-time, Part-time,&nbsp;</p>",2022-03-05 16:56:09.374 +0530,2022-03-05 16:56:09.374 +0530,2022-04-04 16:56:09.374 +0530,100,"10th Pass",Fresher,Bangalore,Karnataka,Rs. 15001 to Rs.25000,Delivery Executive,Part Time
e7d30dc2-2622-4414-ae39-f4c7a86582f7,Telecaller,Meksa Enterprises,"<p>Required for male and female both telecaller for inbound or outbound process.</p><p>Candidates who have prior experience in full time jobs in telecalling and has to call interested candidates and brief them about the services. Maintain data on daily basis.</p><p>Salary will depend on work and communication skills.</p><p>Location- Nawada (uttam nagar , Delhi)</p><p>Qualification- 12th and Graduation</p><p>Salary-&nbsp;&nbsp;10000-15000 (per month)</p><p>Schedule - Day shift</p><p>Contact:- Divya :- 9717521298, 7042068298.</p>",2021-09-29 11:03:33.068 +0530,2021-09-29 14:46:50.711 +0530,2021-10-29 11:03:33.068 +0530,10,"12th pass","0-2 Yrs",Delhi,Delhi,Rs. 10000 to Rs.15000,Computer Operator and Programming Assistant,Full Time
"0c22928c-01f2-4e76-856c-e86bb7847742",Computer operator ,Supersmile private limited ,<p>Please call me 9569810441</p>,2022-04-20 15:05:39.927 +0530,2022-04-20 15:05:39.927 +0530,2022-05-20 15:05:39.927 +0530,50,Diploma,"0-2 Yrs",Delhi,Delhi,Less than Rs.10000,Computer Hardware & Network Maintenance,Part Time
"17139ae5-261f-49f2-9cc6-c809de89090e",Fitter- Maintenance,Auto Anciliary,"<p>1 Should have basic Hydraulic knowledge.</p><p>2 Should have Basic Pneumatic knowledge.</p><p>3 Basic knowledge of VMC , SPM machines.</p><p>4 Basic knowlege of Utility equipment.</p><p>5 Knowlege of spindle&nbsp;, ball screw , LM guide assembly</p><p>6 Knowledge of machine PM , prediction maintenance</p><p>7 Having working experience of any auotomotive industry</p>",2021-10-29 18:19:09.397 +0530,2021-10-29 18:30:44.899 +0530,2021-11-28 18:19:09.397 +0530,2,ITI,"3-5 yrs",Gurgaon,Haryana,Rs. 15001 to Rs.25000,Mechnical Fitter,Full Time
ae69f0c3-db66-4363-baf0-ffaf979331af,DATA ENTERY,Mrs infotech,<p>AXIS BANK ON ROLL JOB PROVIDE</p>,2021-12-10 04:00:42.328 +0530,2021-12-10 04:00:42.328 +0530,2022-01-09 04:00:42.328 +0530,10,Graduate,Fresher,Delhi,Delhi,Rs. 25001 to Rs. 50000,Computer Operator and Programming Assistant,Full Time
af5bf1fe-18fc-448b-9d96-95f1bf3269a0,Diploma Apprentice,Defense Research Development Organization (DRDO),"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p>",2021-10-01 14:19:00.855 +0530,2021-10-01 14:19:46.489 +0530,2021-10-31 14:19:00.855 +0530,4,Diploma,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Computer Operator and Programming Assistant,Apprentice
d1d741c4-5f0a-4a02-88d0-fd52e19919b6,beautician ,ankitaa's makeup studio,<p>i requied best beautician </p>,2021-10-05 11:00:21.568 +0530,2021-10-05 11:00:21.568 +0530,2021-11-04 11:00:21.568 +0530,1,"10th Pass","0-2 Yrs",Bikaner,Rajasthan,Less than Rs.10000,Electrician,Full Time
d1dc011b-591e-4094-9084-85198a088616,Packing Machine Operator,Super Placement ,<p>Urgent Required Packing Machine Operator at Ghaziabad Location.</p>,2022-01-15 13:08:19.712 +0530,2022-01-15 13:08:19.712 +0530,2022-02-14 13:08:19.712 +0530,8,Diploma,"0-2 Yrs",Ghaziabad,Uttar Pradesh,Less than Rs.10000,Machine Operator,Full Time
"93c79639-50e9-4ec6-b875-2115634b9bdd",DISPATCH,ASA PERFECT PACK LIMITED,"<ul><li><strong class=""ql-size-large"">&nbsp;Dispatch Manage</strong></li><li><strong class=""ql-size-large"">&nbsp;Transport Handling</strong></li><li><strong class=""ql-size-large"">&nbsp;To be make bill</strong></li><li><strong class=""ql-size-large"">&nbsp;Good Excel Knowledge</strong></li><li><strong class=""ql-size-large"">&nbsp;Good working experience of Tally software</strong></li><li><strong class=""ql-size-large"">&nbsp;Manage Assembly and Go-down</strong></li><li><strong class=""ql-size-large"">&nbsp;Manpower planning</strong></li><li><strong class=""ql-size-large""> Dispatch target plan</strong></li></ul><p><span class=""ql-size-large""><span class=""ql-cursor"">﻿</span></span></p>",2021-11-09 14:35:45.210 +0530,2021-11-09 14:35:45.210 +0530,2021-12-09 14:35:45.210 +0530,1,Graduate,"3-5 yrs",Faridabad (Haryana),Haryana,Rs. 10000 to Rs.15000,Packer  Loader  Despatch,Full Time
"07df6c6a-d177-4cf3-9622-56cb9ba27edd",PHP Developer,Milkyway Infotech Private Limited,"<p>Position: PHP Developer</p><p>Company: Milkyway Infotech Pvt Ltd</p><p>Positions: 1</p><p>Work Schedule: 5 days WFO &amp; Alternate Saturdays off</p><p><br></p><p>Eligibility:</p><p>Qualification – BE/B.SC/ B. Tech/BCA/ M. Tech/ MCA</p><p>3 – 4 years of professional experience</p><p><br></p><p>Responsibilities:-</p><p>Develop, integrate, and manage API modules.</p><p>Identify and fix CSS, HTML and scripting compatibility issues between a variety of platforms and browsers; test websites on different browsers and mobile device browsers; correct problems identified by customer feedback.</p><p><br></p><p>Skills:-</p><p>Strong knowledge of CodeIgniter, Laravel, Symphony, Core PHP etc.</p><p>In depth knowledge of web technologies including HTML, CSS3, AJAX, etc.</p><p>Sound competency at writing clean and reusable code, with emphasis on stability and performance.</p><p>Familiarity with Linux server and REST APIs.</p>",2021-10-11 16:12:36.285 +0530,2021-10-12 12:42:03.542 +0530,2021-11-10 16:12:36.285 +0530,1,Graduate,"3-5 yrs",Noida,Uttar Pradesh,Rs. 25001 to Rs. 50000,Computer Operator and Programming Assistant,Full Time
bdf70496-2593-4232-bb08-d2aebe86dc5f,Testing driver,Anshuman testing,"",2021-09-29 11:50:53.761 +0530,2021-10-25 15:50:36.939 +0530,2021-10-29 11:50:53.761 +0530,70,"8th Class or Below",Fresher,Banka,Bihar,Rs. 10000 to Rs.15000,Drivers,Full Time
"2f77beb6-9a21-483d-b12f-97c5eb25bb19",Plumber,C & C GROUP,"Roles and Responsibilities of Plumber

Install, repair, and maintain pipes, valves, fittings, drainage systems, and fixtures in commercial and residential structures.

Respond to, diagnose, and resolve plumbing emergencies.

Perform routine inspections of plumbing and drainage systems.

",2021-10-29 10:47:11.771 +0530,2021-10-29 12:15:27.877 +0530,2021-11-28 10:47:11.771 +0530,2,"12th pass",Fresher,Noida,Uttar Pradesh,Less than Rs.10000,Plumber,Full Time
c0db9bf5-7401-4097-b919-950c4163d4d5, ITI Apprentice,Defense Research Development Organization (DRDO),"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p>",2021-10-01 14:22:28.703 +0530,2021-10-01 14:23:09.028 +0530,2021-10-31 14:22:28.703 +0530,1,ITI,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Computer Hardware & Network Maintenance,Apprentice
"43cca83a-235a-4f48-9b55-0ab3a879a3f4",ITI Apprentice,Defense Research Development Organization (DRDO),"<p>1. आई०टी०आई० पास उीदवारों को www.apprenticeshipindia.org पोटल पर अपना पंजीकरण करवाना अिनवाय हैऔर अपंजीकृ त उीदवारों के आवेदन िनर कर िदया जाएं गे। ITI passed candidates must have to register themselves at www.apprenticeshipindia.org. &amp; applications of non-registered candidates are likely to be rejected.</p><p><br></p><p>2.हाल ही मे पास-आउट उीदवार (2018, 2019 और 2020 म अपने संबंिधत पाम मे पास) आवेदन कर सकते ह। 2018 से पहले योता परीा उीण कर चुके उीदवार पा नहीं ह। ातकोर उीदवार आवेदन करने के िलए पा नहीं ह। Only fresh pass-out candidates (passing their respective courses in 2018, 2019 &amp; 2020) can apply. Candidates who have passed the qualifying examination earlier than 2018 are not eligible. Candidates with postgraduate qualifications are not eligible to apply.</p>",2021-10-01 14:26:57.839 +0530,2021-10-01 14:27:41.956 +0530,2021-10-31 14:26:57.839 +0530,2,ITI,Fresher,Chandigarh,Chandigarh,Less than Rs.10000,Draughtsman,Apprentice
"537da425-94ef-4a61-a80d-44fd7f3299e1",Back Office Executive,Thakkar Enterprise,<p>We are looking for Fresher/Experienced candidates who are good at communication and they must have basic computer skill. Only Interested Candidates can call us</p>,2021-12-27 10:57:08.533 +0530,2021-12-27 11:19:23.389 +0530,2022-01-26 10:57:08.533 +0530,9,"12th pass",Fresher,Ahmedabad,Gujarat,Rs. 10000 to Rs.15000,Computer Operator and Programming Assistant,Full Time
c57d94fb-ae48-476a-bce3-451d529357df,Fitter,Integral Coach Factory (ICF),"<p><strong>Qualification:-</strong></p><p>Should have passed Std X (with a minimum of 50% marks) with Science &amp; Maths under 10+2 system or its equivalent and also possess National Trade Certificate in the notified trade issued by the National Council for Vocational Training or State Council for Vocational Training of one year and above.&nbsp;&nbsp;</p><p><br></p><p><strong>Period of Training:-</strong></p><p>1 year&nbsp;</p><p><br></p><p>&nbsp;<strong>Age Limit:-</strong></p><p>Minimum 15 years and Maximum 24 years as on 26th October 2021.</p><p>Age Relaxation: 03 years for OBC, 05 years for SC / ST and 10 years for PwBD.</p><p><br></p><p>&nbsp;</p><p><strong>Notes:-</strong></p><p>1. Candidates with higher qualifications viz. Engineering / Degree / Diploma are not eligible to apply.</p><p>2.This notification is purely for giving Apprenticeship training and not for employment.</p><p><br></p><p><br></p><p><br></p><p>Ap</p>",2021-10-07 12:14:50.348 +0530,2021-10-07 12:15:54.909 +0530,2021-11-06 12:14:50.348 +0530,151,ITI,"0-2 Yrs",Chennai,Tamilnadu,Less than Rs.10000,Mechnical Fitter,Apprentice
"5c5c240a-4777-4987-915d-c922bca874f4",Refrigerator technician,C & C group,"Roles and Responsibilities

We are looking for an experienced refrigeration technician to join our installation and repair team

As a refrigeration technician, you will be responsible for processing and completing work orders, installing new refrigeration systems, troubleshooting mechanical failures, and performing equipment maintenance.

",2021-10-29 10:54:16.454 +0530,2021-10-29 12:15:19.369 +0530,2021-11-28 10:54:16.454 +0530,2,"12th pass",Fresher,Noida,Uttar Pradesh,Rs. 15001 to Rs.25000,Refrigerator Technician,Full Time
e3dc3744-400b-49d6-a574-9c2d4fdfcefb,Computer hardware engineer,C & C group,"What you’ll do

Maintaining IT setup & infrastructure


Resolve Networking & hardware Problems


Software Installation


Server Maintenance


Firewall Configuration & Maintenance



We need engineer for ONSITE

",2021-10-29 10:53:20.952 +0530,2021-10-29 12:15:22.144 +0530,2021-11-28 10:53:20.952 +0530,2,"12th pass",Fresher,Noida,Uttar Pradesh,Rs. 15001 to Rs.25000,Computer Hardware & Network Maintenance,Full Time
"4e32f507-0f7d-468c-b8ba-5b3bd80c3359",Welder,Oilmax Systems Pvt. Ltd,<p>Welder with following skill sets are must.</p><p>Education : ITI- welder</p><p>Experience : Min 1 year experience of CO2 &amp; Arc Welding.</p><p>Nearby located candidate will be more preferable.</p>,2021-10-29 17:10:00.018 +0530,2021-10-29 17:35:46.131 +0530,2021-11-28 17:10:00.018 +0530,1,ITI,"0-2 Yrs",Pune,Maharashtra,Rs. 10000 to Rs.15000,Welder,Full Time
"3ddaba32-f6f9-4929-8ebd-7b0e408314b2",Quality Assurance ,Vaishnavi placement,<p>Required fddi and Citi footwear freshers</p>,2022-04-21 08:43:39.155 +0530,2022-04-25 15:07:55.796 +0530,2022-05-21 08:43:39.155 +0530,50,"12th pass",Fresher,Unnao,Uttar Pradesh,Rs. 10000 to Rs.15000,Leather And Leather Goods,Full Time
"8a853667-9fb3-4a9f-bbc4-a2054cfa52a5",महाराष्ट्रा (सोलापुर )मे गन्ना की कटाई के लिए 500 मजदूरों की आवश्यकता हैं ,Priyasun enterprises ,महाराष्ट्रा (सोलापुर )मे गन्ना की कटाई के लिए 500 मजदूरों की आवश्यकता हैं 12000से 14000 वेतन +रहना +खाना +मेडिकल फ्री ,2021-10-27 06:18:26.645 +0530,2021-10-27 06:18:26.645 +0530,2021-11-26 06:18:26.645 +0530,500,"8th Class or Below","0-2 Yrs",Patna,Bihar,Rs. 10000 to Rs.15000,Mason,Full Time
